,hourly_dayahead_dol_per_kwh,realtime_production_kwh,realtime_supplied_kwh,solar_production_kwh,electrolyser_consumption_kwh,compressor_consumption_kwh,liquefaction_consumption_kwh,electrolyser_produced_kg,compressor_produced_kg,liquefaction_produced_kg,compress_to_liquefaction,fuel_cell_consumed_kg,gh2_storage_level_kg,gh2_storage_net_inflow,gh2_storge_inflow_kg,gh2_storage_outflow_kg
490,0.02436,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,0.0,0.0,6.679875750471432,0.3082384292507876,1.6531545181985732,1.3449160889477856
491,0.02149,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,1.3449160889477856,0.0,6.988114179722219,0.3082384292507876,0.3082384292507876,0.0
492,0.02122,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,0.0,0.0,7.296352608973006,0.3082384292507876,1.6531545181985732,1.3449160889477856
493,0.023420000000000003,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,0.0,0.0,7.604591038223794,0.3082384292507876,1.6531545181985732,1.3449160889477856
494,0.02318,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,0.0,0.0,7.912829467474584,0.3082384292507876,1.6531545181985732,1.3449160889477856
495,0.02183,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,0.0,0.0,8.221067896725371,0.3082384292507876,1.6531545181985732,1.3449160889477856
496,0.02293,0.0,0.0,108.2954452852981,90.92349850092153,6.612618072794293,10.759328711582285,1.6531545181985732,1.6531545181985732,1.0759328711582286,1.0759328711582286,0.0,8.529306325976158,0.5772216470403446,0.5772216470403446,0.0
497,0.02761,0.0,0.0,8.607021517553793,0.5010826120794811,0.036442371787598626,8.069496533686713,0.009110592946899657,0.009110592946899657,0.8069496533686714,0.009110592946899657,0.0,9.106527973016503,-0.7978390604217718,0.0,0.7978390604217718
498,0.026539999999999998,5.379664355791144,0.0,0.0,0.0,0.0,5.379664355791144,0.0,0.0,0.5379664355791144,0.0,0.0,8.30868891259473,-0.5379664355791144,0.0,0.5379664355791144
499,0.0249,2.689832177895572,0.0,0.0,0.0,0.0,2.689832177895572,0.0,0.0,0.2689832177895572,0.0,0.0,7.7707224770156165,-0.2689832177895572,0.0,0.2689832177895572
500,0.02375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.501739259226059,0.0,0.0,0.0
501,0.020739999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.501739259226059,0.0,0.0,0.0
502,0.01803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.501739259226059,0.0,0.0,0.0
503,0.01616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.501739259226059,0.0,0.0,0.0
504,0.01064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.501739259226059,0.0,0.0,0.0
505,0.01067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.501739259226059,0.0,0.0,0.0
506,0.00932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.501739259226059,0.0,0.0,0.0
507,0.00885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.501739259226059,0.0,0.0,0.0
508,0.01099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.501739259226059,0.0,0.0,0.0
509,0.01728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.501739259226059,0.0,0.0,0.0
510,0.02707,1.3871780146299095,0.0,0.0,0.0,0.0,1.3871780146299095,0.0,0.0,0.13871780146299095,0.0,0.0,7.501739259226059,-0.13871780146299095,0.0,0.13871780146299095
511,0.02534,0.0,0.0,4.0770101925254805,0.0,0.0,4.0770101925254805,0.0,0.0,0.40770101925254804,0.0,0.0,7.363021457763068,-0.4077010192525481,0.0,0.4077010192525481
512,0.023780000000000003,0.0,0.0,33.06908267270668,24.519037569927278,1.7832027323583475,6.7668423704210525,0.44580068308958687,0.44580068308958687,0.6766842370421052,0.0,0.0,6.95532043851052,-0.23088355395251836,0.44580068308958687,0.6766842370421052
513,0.02377,0.0,0.0,68.85617214043035,55.37241300959753,4.027084582516184,9.456674548316624,1.006771145629046,1.006771145629046,0.9456674548316624,0.9456674548316624,0.0,6.724436884558002,0.06110369079738387,0.06110369079738387,0.0
514,0.02427,0.0,0.0,99.66024915062289,81.58060734478963,5.933135079621064,12.146506726212195,1.483283769905266,1.483283769905266,1.2146506726212194,1.2146506726212194,0.0,6.785540575355386,0.2686330972840467,0.2686330972840467,0.0
515,0.023870000000000002,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,1.3449160889477856,0.0,7.054173672639433,0.3082384292507876,0.3082384292507876,0.0
516,0.023969999999999998,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,1.3449160889477856,0.0,7.36241210189022,0.3082384292507876,0.3082384292507876,0.0
517,0.02287,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,1.3449160889477856,0.0,7.670650531141007,0.3082384292507876,0.3082384292507876,0.0
518,0.02429,0.0,0.0,98.30124575311437,81.60687181837737,5.935045223154718,10.759328711582285,1.4837613057886796,1.4837613057886796,1.0759328711582286,1.0759328711582286,0.0,7.978888960391795,0.40782843463045126,0.40782843463045126,0.0
519,0.02327,0.0,0.0,56.17214043035107,44.84144770028034,3.2611961963840246,8.069496533686713,0.8152990490960061,0.8152990490960061,0.8069496533686714,0.8069496533686714,0.0,8.386717395022247,0.008349395727334397,0.008349395727334397,0.0
520,0.023870000000000002,0.0,0.0,21.291053227633068,14.832650643242474,1.0787382285994527,5.379664355791142,0.26968455714986317,0.26968455714986317,0.5379664355791143,0.0,0.0,8.395066790749581,-0.2682818784292511,0.26968455714986317,0.5379664355791143
521,0.02809,2.23683104539274,0.0,0.4530011325028313,0.0,0.0,2.689832177895571,0.0,0.0,0.26898321778955714,0.0,0.0,8.12678491232033,-0.26898321778955714,0.0,0.26898321778955714
522,0.02936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
523,0.02564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
524,0.02548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
525,0.02517,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
526,0.02117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
527,0.0193,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
528,0.018170000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
529,0.01925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
530,0.02036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
531,0.022629999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
532,0.02603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
533,0.02434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
534,0.03798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.857801694530774,0.0,0.0,0.0
535,0.03641,1.3308287803870782,0.0,1.3590033975084939,0.0,0.0,2.689832177895572,0.0,0.0,0.2689832177895572,0.0,0.0,7.857801694530774,-0.2689832177895572,0.0,0.2689832177895572
536,0.03618,0.0,0.0,28.992072480181204,22.01156689561785,1.6008412287722074,5.379664355791144,0.40021030719305184,0.40021030719305184,0.5379664355791144,0.0,0.0,7.588818476741216,-0.13775612838606255,0.40021030719305184,0.5379664355791144
537,0.03228,0.0,0.0,96.94224235560588,82.8474749187382,6.02527090318096,8.069496533686713,1.50631772579524,1.50631772579524,0.8069496533686714,0.0,0.0,7.451062348355154,0.6993680724265686,1.50631772579524,0.8069496533686714
538,0.03175,0.0,0.0,108.2954452852981,90.92349850092153,6.612618072794293,10.759328711582285,1.6531545181985732,1.6531545181985732,1.0759328711582286,0.0,0.0,8.150430420781722,0.5772216470403446,1.6531545181985732,1.0759328711582286
539,0.02759,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,0.0,0.0,8.727652067822067,0.3082384292507876,1.6531545181985732,1.3449160889477856
540,0.02631,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,1.3449160889477856,0.0,9.035890497072854,0.3082384292507876,0.3082384292507876,0.0
541,0.022260000000000002,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,1.3449160889477856,0.0,9.344128926323641,0.3082384292507889,0.3082384292507889,0.0
542,0.02173,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,0.0,0.0,9.65236735557443,0.3082384292507876,1.6531545181985732,1.3449160889477856
543,0.02176,0.0,0.0,110.98527746319367,90.92349850092153,6.612618072794293,13.449160889477856,1.6531545181985732,1.6531545181985732,1.3449160889477856,0.0,0.0,9.960605784825217,0.3082384292507876,1.6531545181985732,1.3449160889477856
544,0.02222,0.0,0.0,108.2954452852981,90.92349850092153,6.612618072794293,10.759328711582285,1.6531545181985732,1.6531545181985732,1.0759328711582286,1.0759328711582286,0.0,10.268844214076005,0.5772216470403446,0.5772216470403446,0.0
545,0.03352,0.0,0.0,18.12004530011325,9.369155629719653,0.6813931367068838,8.069496533686713,0.17034828417672096,0.17034828417672096,0.8069496533686714,0.0,0.0,10.84606586111635,-0.6366013691919504,0.17034828417672096,0.8069496533686714
